  Max Value: 2.320399, Column: SRR17344568  Second Max Value: 0.926245, Column: SRR17344570
  Max Value: 2.218045, Column: SRR17344570  Second Max Value: 0.892250, Column: SRR19392622
  Max Value: 1.584347, Column: SRR5684850  Second Max Value: 1.026374, Column: SRR5684849
  Max Value: 1.034135, Column: SRR8002968  Second Max Value: 0.989651, Column: SRR17344569
  Max Value: 5.261067, Column: SRR19094518  Second Max Value: 2.946078, Column: SRR19094541
  Max Value: 1.135902, Column: SRR19094541  Second Max Value: 1.007372, Column: SRR19094518
  Max Value: 1.847126, Column: SRR17344568  Second Max Value: 1.153447, Column: SRR17344570
  Max Value: 1.497548, Column: SRR17344568  Second Max Value: 1.217423, Column: SRR19392618
  Max Value: 6.067748, Column: SRR17344568  Second Max Value: 3.579951, Column: SRR17344570
  Max Value: 2.012251, Column: SRR17344569  Second Max Value: 1.940060, Column: SRR19094541
  Max Value: 1.100205, Column: SRR10980026  Second Max Value: 0.477118, Column: SRR7755278
  Max Value: 2.251134, Column: SRR10980026  Second Max Value: 0.878309, Column: SRR19392618
  Max Value: 1.654781, Column: SRR10980026  Second Max Value: 1.475357, Column: SRR15465977
  Max Value: 8.268853, Column: SRR17344570  Second Max Value: 6.114266, Column: SRR17344568
  Max Value: 2.962277, Column: SRR17344570  Second Max Value: 2.102465, Column: SRR17344568
  Max Value: 1.534565, Column: SRR16355573  Second Max Value: 1.500791, Column: SRR10980026
  Max Value: 2.153915, Column: SRR16646332  Second Max Value: 0.790450, Column: SRR16646330
  Max Value: 2.744104, Column: SRR15465983  Second Max Value: 2.338821, Column: SRR15465977
  Max Value: 1.030777, Column: SRR17344568  Second Max Value: 0.661533, Column: SRR16646328
  Max Value: 4.806336, Column: SRR15465977  Second Max Value: 4.404946, Column: SRR15465983
  Max Value: 1.593928, Column: SRR17344568  Second Max Value: 0.916750, Column: SRR19392622
  Max Value: 3.008821, Column: SRR7403258  Second Max Value: 1.809151, Column: SRR16646332
  Max Value: 4.001898, Column: SRR19094541  Second Max Value: 2.453707, Column: SRR16646349
  Max Value: 3.690530, Column: SRR19094518  Second Max Value: 1.724841, Column: SRR19094541
  Max Value: 14.405778, Column: SRR16991080  Second Max Value: 10.257856, Column: SRR8002969
  Max Value: 1.233904, Column: SRR16646349  Second Max Value: 0.543585, Column: SRR15465983
  Max Value: 2.419131, Column: SRR17344569  Second Max Value: 0.688654, Column: SRR7755103
  Max Value: 6.361477, Column: SRR7755081  Second Max Value: 5.074430, Column: SRR17344569
  Max Value: 3.742160, Column: SRR17344569  Second Max Value: 1.935158, Column: SRR15465977
  Max Value: 3.209356, Column: SRR15465983  Second Max Value: 2.197958, Column: SRR15465977
  Max Value: 2.672314, Column: SRR7403258  Second Max Value: 2.114455, Column: SRR16646278
  Max Value: 47.522121, Column: SRR17344570  Second Max Value: 22.084253, Column: SRR7755358
  Max Value: 40.903812, Column: SRR17344570  Second Max Value: 20.475683, Column: SRR19392622
  Max Value: 1.297447, Column: SRR17344570  Second Max Value: 0.418969, Column: SRR17344568
  Max Value: 1.962947, Column: SRR10980026  Second Max Value: 1.347777, Column: SRR17344570
  Max Value: 19.248493, Column: SRR17344570  Second Max Value: 18.104517, Column: SRR17344568
  Max Value: 4.773301, Column: SRR21778717  Second Max Value: 3.361549, Column: SRR21778715
  Max Value: 2.407758, Column: SRR17344568  Second Max Value: 0.170502, Column: SRR17344570
  Max Value: 1.602765, Column: SRR17344568  Second Max Value: 1.222527, Column: SRR17344570
  Max Value: 5.218536, Column: SRR17344570  Second Max Value: 0.631856, Column: SRR17344568
  Max Value: 5.419176, Column: SRR17344568  Second Max Value: 5.375782, Column: SRR17344570
  Max Value: 1.526340, Column: SRR16646343  Second Max Value: 0.621660, Column: SRR16646328
  Max Value: 3.633834, Column: SRR16646343  Second Max Value: 2.675822, Column: SRR16646330
  Max Value: 1.754878, Column: SRR16646343  Second Max Value: 0.996136, Column: SRR19094518
  Max Value: 5.020607, Column: SRR17344570  Second Max Value: 2.842198, Column: SRR17344568
  Max Value: 2.218055, Column: SRR17344570  Second Max Value: 1.731115, Column: SRR19392618
  Max Value: 2.453032, Column: SRR15465983  Second Max Value: 2.323129, Column: SRR15465977
  Max Value: 3.027272, Column: SRR15465977  Second Max Value: 2.705232, Column: SRR15465983
  Max Value: 2.904580, Column: SRR15465983  Second Max Value: 2.322800, Column: SRR15465977
  Max Value: 3.045173, Column: SRR15465977  Second Max Value: 2.808277, Column: SRR15465983
  Max Value: 3.555973, Column: SRR15465983  Second Max Value: 3.388416, Column: SRR15465977
  Max Value: 3.884178, Column: SRR15465983  Second Max Value: 3.570327, Column: SRR15465977
  Max Value: 5.931227, Column: SRR23697775  Second Max Value: 4.794486, Column: SRR23697776
  Max Value: 3.142112, Column: SRR17344568  Second Max Value: 2.397933, Column: SRR17344570
  Max Value: 4.420907, Column: SRR17344570  Second Max Value: 1.794293, Column: SRR17344568
  Max Value: 2.506922, Column: SRR17344570  Second Max Value: 0.802967, Column: SRR17344568
  Max Value: 1.706291, Column: SRR7755103  Second Max Value: 1.318442, Column: SRR11853198
  Max Value: 1.539143, Column: SRR5690237  Second Max Value: 0.171831, Column: SRR11853198
  Max Value: 2.137796, Column: SRR15465977  Second Max Value: 1.782048, Column: SRR15465983
  Max Value: 4.347639, Column: SRR16646344  Second Max Value: 2.816658, Column: SRR16646345
  Max Value: 1.022302, Column: SRR11853197  Second Max Value: 0.778621, Column: SRR19094541
  Max Value: 1.455397, Column: SRR15465977  Second Max Value: 1.186037, Column: SRR17344568
  Max Value: 2.262707, Column: SRR15465983  Second Max Value: 2.223964, Column: SRR15465977
  Max Value: 1.280411, Column: SRR7755484  Second Max Value: 1.265529, Column: SRR7755358
  Max Value: 2.371047, Column: SRR19094518  Second Max Value: 2.074381, Column: SRR16646327
  Max Value: 2.307328, Column: SRR10980026  Second Max Value: 2.042499, Column: SRR11853196
  Max Value: 10.494938, Column: SRR17344570  Second Max Value: 5.072392, Column: SRR17344568
  Max Value: 2.534547, Column: SRR17344570  Second Max Value: 1.133199, Column: SRR17344568
  Max Value: 1.161011, Column: SRR17344568  Second Max Value: 0.000000, Column: SRR10980024
  Max Value: 5.533529, Column: SRR16991080  Second Max Value: 3.099378, Column: SRR16991072
  Max Value: 17.697104, Column: SRR17344568  Second Max Value: 10.897959, Column: SRR17344570
  Max Value: 2.406793, Column: SRR16646347  Second Max Value: 1.807711, Column: SRR16646349
  Max Value: 2.150732, Column: SRR16646327  Second Max Value: 0.907830, Column: SRR16646271
  Max Value: 11.607151, Column: SRR5684850  Second Max Value: 6.866493, Column: SRR5684849
  Max Value: 4.927595, Column: SRR5684850  Second Max Value: 2.752339, Column: SRR13417624
  Max Value: 13.991149, Column: SRR5684851  Second Max Value: 4.124465, Column: SRR5684850
  Max Value: 2.237028, Column: SRR23697776  Second Max Value: 0.735193, Column: SRR7755278
  Max Value: 11.170634, Column: SRR11853197  Second Max Value: 7.747679, Column: SRR18100191
  Max Value: 1.868783, Column: SRR17344568  Second Max Value: 0.443414, Column: SRR17344570
  Max Value: 2.038229, Column: SRR15465977  Second Max Value: 1.424523, Column: SRR15465983
  Max Value: 11.673731, Column: SRR15465983  Second Max Value: 7.355190, Column: SRR15465977
  Max Value: 6.610902, Column: SRR16646325  Second Max Value: 3.342997, Column: SRR15465977
  Max Value: 4.323310, Column: SRR11853197  Second Max Value: 3.292145, Column: SRR18100191
  Max Value: 4.368752, Column: SRR10980026  Second Max Value: 2.695672, Column: SRR15465977
  Max Value: 1.669178, Column: SRR23697775  Second Max Value: 1.109989, Column: SRR21778716
  Max Value: 3.491006, Column: SRR7403258  Second Max Value: 3.123444, Column: SRR19094532
  Max Value: 3.439476, Column: SRR17344570  Second Max Value: 3.021445, Column: SRR17344568
  Max Value: 1.793328, Column: SRR17344568  Second Max Value: 1.289012, Column: SRR17344570
  Max Value: 1.294692, Column: SRR17344568  Second Max Value: 0.567474, Column: SRR17344570
  Max Value: 1.164310, Column: SRR17344568  Second Max Value: 0.317836, Column: SRR17344570
  Max Value: 1.816592, Column: SRR17344570  Second Max Value: 0.487858, Column: SRR17344568
  Max Value: 2.025676, Column: SRR17344568  Second Max Value: 1.623613, Column: SRR17344570
  Max Value: 1.818700, Column: SRR17344568  Second Max Value: 1.154487, Column: SRR17344570
  Max Value: 2.250623, Column: SRR16646278  Second Max Value: 2.180728, Column: SRR16646279
  Max Value: 1.459169, Column: SRR17344568  Second Max Value: 0.723796, Column: SRR17344570
  Max Value: 2.524561, Column: SRR17344568  Second Max Value: 0.704036, Column: SRR17344570
  Max Value: 2.057007, Column: SRR17344568  Second Max Value: 0.685899, Column: SRR17344570
  Max Value: 5.370821, Column: SRR19392616  Second Max Value: 1.987896, Column: SRR19392618
  Max Value: 1.871557, Column: SRR17344568  Second Max Value: 1.869416, Column: SRR17344570
  Max Value: 2.010634, Column: SRR15465983  Second Max Value: 1.789157, Column: SRR15465977
  Max Value: 2.000707, Column: SRR15465983  Second Max Value: 1.624778, Column: SRR15465977
  Max Value: 1.169970, Column: SRR17344568  Second Max Value: 0.548704, Column: SRR17344570
